word,subject,interpretation,example_portuguese_sentence,example_libras_sentence,grammar_class,word_origin,video_link,image_link,hand_image_link
INTESTINO,CORPO,"Órgão do tubo digestivo, que se estende do estômago ao ânus.",O médico disse que preciso operar o meu intestino.,MÉDIC@ DIZER INTESTINO EU PRECISAR OPERAR.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/intestinoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/intestinoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg49.jpg
INTIMAR,NENHUM,Convocar; notificar; determinar.,A polícia intimou meu pai a ir à justiça amanhã.,POLÍCIA P-A-I INTIMAR JUSTIÇA AMANHÃ IR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/intimarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/intimarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg05.jpg
INTREPIDEZ,SENTIMENTOS,Ousadia; ânimo; coragem; destemor.,É impressionante a intrepidez do surfista com a onda enorme.,SURFISTA INTREPIDEZ ONDA ENORME IMPRESSIONANTE.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/intrepidezSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/intrepidezSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg57.jpg
INTRODUÇÃO,NENHUM,"Parte inicial de um livro, onde são apresentados o argumento e os objetivos da obra, e o modo como o tema será tratado.",O livro que conta a história dos surdos tem uma introdução um pouco complicada.,LIVRO CONTAR HISTÓRIA VIDA SURD@ INTRODUÇÃO POUC@ COMPLICAD@.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/introducaoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/introducaoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg53a.jpg
INTROMETER,NENHUM,"Tomar parte em conversa, discussão, briga, ou qualquer outro acontecimento, sem ser convidado.",O casal de namorados estava conversando em particular e a mãe se intrometeu e atrapalhou.,NAMORAD@ EL@-2 CONVERSAR PARTICULAR M-Ã-E INTROMETER ATRAPALHAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/intrometerSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/intrometerSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg61.jpg
INÚTIL,NENHUM,O que não serve; imprestável; inaproveitável.,A reunião de anteontem abordou um assunto inútil.,ANTEONTEM REUNIÃO ASSUNTO INÚTIL.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inutilSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/inutilSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg22b.jpg
INVADIR,NENHUM,Entrar à força em qualquer local.,O ladrão invadiu a casa do meu sobrinho e roubou tudo.,LADRÃO INVADIR CASA SOBRINH@ ME@ ROUBAR TUD@ LEVAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/invadirSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/invadirSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg61.jpg
INVEJA,SENTIMENTOS,"Frustração ou desgosto devido ao patrimônio, posição social, inteligência, felicidade e outras vantagens demonstradas por outra pessoa.",Você não pode ter inveja daquele surdo. Pare!,VOCÊ PODER-NÃO INVEJA AQUEL@ SURD@. PARAR!,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/invejaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/invejaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg15.jpg
INVEJAR,NENHUM,Sentir inveja; cobiçar ou desejar fortemente o que pertence a outros.,Você me inveja por causa da minha nova namorada.,VOCÊ INVEJAR EU POR-CAUSA NAMORAD@ NOV@.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/invejarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/invejarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg15.jpg
INVENTAR,NENHUM,"Ser o primeiro a ter e a concretizar uma idéia; construir máquina, instrumento, objeto, antes de outra pessoa.",Você inventou o computador? Que piada!,VOCÊ INVENTAR COMPUTADOR? PIADA!,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inventarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/inventarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
INVERNO,ANO SIDERAL,"A estação mais fria do ano. Vem depois do outono e antes da primavera. No hemisfério Sul, vai de 21 de junho a 22 de setembro. No hemisfério Norte, vai de 21 de dezembro a 20 de março.","Nas férias de julho, no inverno, eu viajarei para o Paraná e, lá está muito frio.",JULHO EU FÉRIAS INVERNO EU VIAJAR PARANÁ LÁ FRIO-muito.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/invernoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/invernoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg
INVERTER,NENHUM,"Alterar a disposição ou ordem comum de construções, estruturas, móveis, roupas ou outro tipo de objeto ou situação.","Eu não vi e inverti a camisa, porque estava com muito sono.",EU CAMISA INVERTER NÃO-VER PORQUE EU SONOforte.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inverterSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/inverterSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg32.jpg
INVESTIGAR,NENHUM,"Fazer incursões e diligências para achar ou descobrir pistas, informações, ladrões e assassinos.",A polícia está investigando quem roubou o cachorro.,POLÍCIA INVESTIGAR Q-U-M ROUBAR CACHORR@.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/investigarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/investigarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
INVISÍVEL,NENHUM,O que não se vê; o que não pode ser percebido pelo sentido da visão.,"O vírus da HIV é invisível, só pode ser visto ao microscópio.",V-I-R-U-S H-I-V INVISÍVEL SÓ MICROSCÓPIO ACHAR.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/invisivelSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/invisivelSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
IOGA,ESPORTE/DIVERSÃO,"Filosofia indiana que busca atingir a contemplação de Deus através da meditação, devoção e disciplina, concretizadas, entre outros aspectos, na prática de exercícios respiratórios.",Todas as terças e quintas eu sempre vou à academia para praticar ioga.,TERÇA QUINTA TOD@ EU SEMPRE IR ACADEMIA IOGA.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/iogaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/iogaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg49.jpg
IR1,NENHUM,Deslocar-se para um determinado lugar; comparecer a um evento ou local.,"Vou ao cinema, você quer ir junto?",EU IR CINEMA VOCÊ QUER IR-JUNTO?,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ir1Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/ir1Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
IR2,NENHUM,Retirar-se de um determinado lugar; partir.,"Por favor, você prrecisa ir embora.",POR FAVOR VOCÊ PRECISAR IR-EMBORA.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ir2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/ir2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg22b.jpg
IR3,NENHUM,Deslocar-se para um determinado lugar; comparecer a um evento ou local.,"Vamos ver a reunião na associação, vamos!",IR VER REUNIÃO ASSOCIAÇÃO IR!,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ir3Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/ir3Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
IR4,NENHUM,Expressão enfática; indicação de futuro próximo.,Você vai mesmo viajar para o Recife em janeiro?,JANEIRO VOCÊ RECIFE VIAJAR V-A-I?,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ir4Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/ir4Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg32.jpg
IR5,NENHUM,Expressão enfática; reforço para o sentido do verbo ir.,Já falei que hoje à noite vou à festa!,"FALAR JÁ, HOJE NOITE FESTA V-O-U!",VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ir5Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/ir5Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg32.jpg
IR6,NENHUM,Participar; acompanhar; mover-se; dirigir-se.,No Ano Novo vou viajar para os Estados Unidos. Vamos juntos?,ANO-NOVO EU VIAJAR ESTADOS-UNIDOS.IR JUNT@?,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ir6Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/ir6Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg47.jpg
IRMÃO,FAMÍLIA,"Filhos do mesmo pai e da mesma mãe, só do mesmo pai ou só da mesma mãe.",Aquele menino é meu irmão.,MENIN@ AQUEL@ IRM@ ME@ .,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/irmaoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/irmaoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
IRRIGAÇÃO,NENHUM,Ato de irrigar; rega; forma de manter a umidade da terra para a lavoura.,"Pernambuco, com a irrigação, agora produz muita uva.",PERNAMBUCO ÁGUA IRRIGAÇÃO AGORA UVA MUIT@.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/irrigacaoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/irrigacaoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
ISCA,ESPORTE/DIVERSÃO,O que se põe no anzol para atrair o peixe.,A isca melhor para pescar rápido é a minhoca.,ISCA MELHOR MINHOCA PESCAR RÁPID@.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/iscaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/iscaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg16.jpg
ISENTAR,NENHUM,Negar responsabilidade; eximir-se; desobrigar-se.,Você quer quebrar a janela? Eu me isento de responsabilidade.,VOCÊ QUERER JANELA QUEBRAR RESPONSABILIDADE EU ISENTAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/isentarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/isentarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg08a.jpg
ISOLADO,NENHUM,Separado dos demais; sozinho; solitário; só.,"Eu estou preocupada com meu aluno novo, ele está sempre isolado e sem querer ficar com o grupo.",EU PREOCUPAR A-L-U-N-O NOV@ SEMPRE SÓ 1 QUERER-NÃO GRUPO.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/isoladoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/isoladoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg33.jpg
ISQUEIRO,APARELHO/MÁQUINA,"Pequeno aparelho, geralmente de metal, que funciona à base de gás ou gasolina, para acender cigarros e similares.","Por favor, me empreste o isqueiro.",POR-FAVOR EMPRESTAR ISQUEIRO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/isqueiroSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/isqueiroSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg07.jpg
ISRAEL1,PAÍS/ESTADO/CIDADE,"País da Ásia, cuja capital é a cidade de Jerusalém. As principais embaixadas ficam em Telavive. Outras cidades importantes: Haifa, Holon, Petach-Tikva.","Antes eu queria conhecer Israel, mas agora está perigoso, desisti.",ANTES EU QUER CONHECER ISRAEL AGORA PERIGOS@ EU DESISTIR.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/israelSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/israelSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg59a.jpg
ISRAEL2,PAÍS/ESTADO/CIDADE,"País da Ásia, que tem como capital a cidade de Jerusalém.","Vou mudar para Israel, não sei o dia, depois aviso.",ISRAEL EU MUDAR SABER-NÃO D-I-A DEPOIS 1sAVISAR2s.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/israel2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/israel2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg32.jpg
ISRAELITA1,NENHUM,Pessoa nascida em Israel.,Meu amigo é israelita.,AMIG@ ME@ ISRAELIT@.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/israelitaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/israelitaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg59a.jpg
ISRAELITA2,NENHUM,Nascido em Israel; natural de Israel.,Meu novo vizinho é israelita.,VIZINH@ NOV@ EL@ ISRAELITA É.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/israelita2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/israelita2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg32.jpg
ISSO,NENHUM,Essa coisa; esse objeto; essa pessoa.,Isso é seu ou dele?,ISSO SE@ DEL@ QUAL?,INTERJ.,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/issoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/issoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
ITÁLIA,PAÍS/ESTADO/CIDADE,"País da Europa, que tem como capital a cidade de Roma. Outras cidades importantes: Milão, Gênova, Turim, Palermo, Bolonha, Verona, Veneza, Florença.",A família dele mora na Itália.,FAMÍLIA DEL@ MORAR LÁ ITÁLIA.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/italiaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/italiaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg40.jpg
ITALIANO,NENHUM,Natural da Itália.,Você gosta de comida italiana?,VOCÊ GOSTAR COMIDA ITALIAN@?,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/italianoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/italianoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg40.jpg
J,NENHUM,Sinal gráfico elementar com que se representam os vocábulos na língua escrita. Letra do alfabeto da língua portuguesa.,O nome de meu marido começa com a letra J.,NOIME ESPOS@ ME@ COMEÇAR LETRA J.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/jSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/jSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg38.jpg
JÁ,NENHUM,Em algum tempo passado.,Sua amiga já foi embora?,AMIG@ SE@ IR-EMBORA JÁ ?,ADV.,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/jaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/jaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
JABOTA,ANIMAL/INSETO/PEIXE/AVE,A fêmea do jabuti.,Comprei uma jabota para dar ao meu filho.,EU COMPRAR JABOTA FILH@ ME@ 1sDAR3s .,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/jabotaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/jabotaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg07.jpg
JABUTI,ANIMAL/INSETO/PEIXE/AVE,"Réptil terrestre, da ordem dos Quelônios. Tem cabeça e patas retráteis, pescoço rugoso, carapaça com centro amarelo e desenhos em relevo.",Meu filho tem um jabuti.,FILH@ ME@ TER JABUTI.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/jabutiSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/jabutiSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg07.jpg
JABUTICABA,FRUTA,"Fruto da jabuticabeira. É pequeno e suculento. Pode ser consumido ao natural (sem a casca) e em forma de doces, geléias, sucos e licores.",Meu vizinho tem pé de jabuticaba que está carregado de jabuticabas.,VIZINH@ ME@ TER ÁRVORÉ-JABUTICABA+.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/jabuticabaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/jabuticabaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg49.jpg
JACA,FRUTA,"Fruto grande e de casca áspera, da jaqueira. Tem gomos viscosos e amarelados, muito doces. É consumido ao natural ou em forma de doces.",Não gosto de comer jaca.,JACA COMER GOSTAR-NÃO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/jacaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/jacaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg46a.jpg
