word,subject,interpretation,example_portuguese_sentence,example_libras_sentence,grammar_class,word_origin,video_link,image_link,hand_image_link
DEPENDER,NENHUM,"Precisar do auxílio, da proteção ou da decisão de alguém.","Amanhã eu vou ao médico, mas dependo do horário dele.",AMANHÃ EU IR MÉDICO DEPENDER HORÁRIO DEL@.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/dependerSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/dependerSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
DEPILAÇAO,HIGIENE/SAÚDE,Processo em que são retirados os fios de cabelo do rosto ou do corpo.,Amanhã de manhã vou fazer depilação.,AMANHÃ MANHÃ IR DEPILAÇÃO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/depilacaoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/depilacaoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
DEPILAR,NENHUM,Extrair pêlos indesejáveis do rosto e do corpo.,"Ontem depilei as pernas e doeu, tive vontade de gritar.",ONTEM DEPILAR DOER VONTADE GRITAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/depilarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/depilarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
DEPOIMENTO,NENHUM,Declaração; testemunho sobre determinado fato.,Ano passado coloquei um depoimento na revista.,ANO-PASSADO EU JÁ DEPOIMENTO COLOCAR REVISTA.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/depoimentoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/depoimentoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg40.jpg
DEPOIS,NENHUM,Em um momento posterior; em seguida; após.,"Agora vou trabalhar, nos encontramos depois do almoço.",AGORA EU IR TRABALHAR DEPOIS ALMOÇO NOS-2 ENCONTRAR.,ADV.,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/depoisSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/depoisSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
DEPOSITAR,NENHUM,"Guardar valores, geralmente em uma instituição financeira, para circulação, proteção, conservação ou rendimento.","Espere um pouco, vou ao banco depositar dinheiro.",ESPERAR POUC@ EU IR B-A-N-C-O DINHEIRO DEPOSITAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/depositarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/depositarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg
DEPRESSA,NENHUM,De maneira rápida; veloz; com ligeireza.,"Depressa, pois o cinema vai começar agora.",DEPRESSA CINEMA V-A-I COMEÇAR AGORA.,ADV.,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/depressaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/depressaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg51a.jpg
DEPRESSÃO,SENTIMENTOS,"Estado de abatimento, desânimo ou perda de interesse, que pode surgir após perdas, decepções, fracassos, estresse físico e/ou psíquico.","A sobrinha dela sempre fica triste, é depressão.",SOBRINH@ DEL@ SEMPRE TRISTE DEPRESSÃO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/depressaoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/depressaoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg
DEPRIMIDO,NENHUM,"Aquele que sofreu ou sofre, habitual ou temporariamente, de depressão.",Ela está deprimida porque acabou o namoro.,EL@ DEPRIMID@ POR-CAUSA NAMORO-ACABAR.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/deprimidoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/deprimidoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg
DEPUTADO,PROFISSÃO/TRABALHO,Membro da Câmara Legislativa eleito por meio do voto popular.,Ontem o deputado fez uma longa palestra.,ONTEM DEPUTADO PALESTRA LONG@.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/deputadoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/deputadoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg12.jpg
DERRAMAR,NENHUM,"Deixar entornar qualquer substância sobre uma superfície, de forma intencional ou não.",O navio afundou derramando óleo.,NAVIO-AFUNDAR DERRAMAR ÓLEO.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/derramarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/derramarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg01.jpg
DERRAME,HIGIENE/SAÚDE,"Problema de saúde; acidente vascular cerebral, AVC ou hemorragia cerebral.","O primo dele sofreu um derrame, que pena!",PRIM@ DEL@ DERRAME PROBLEMA PENA!,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/derrameSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/derrameSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg53a.jpg
DERRAPAR,NENHUM,Movimento do veículo quando escorrega para o lado e perde a direção.,"O carro andava em alta velocidade, derrapou e bateu na árvore.",CARRO VELOCIDADE-ALTA DERRAPARveículo BATER-ÁRVORE.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/derraparSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/derraparSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg31.jpg
DERRETER,NENHUM,Desmanchar; dissolver; virar líquido.,A mamãe mandou guardar o sorvete na geladeira para que não derreta.,M-Ã-E MANDAR SORVETE GUARDAR GELADEIRA DERRETER NÃO.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/derreterSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/derreterSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg07.jpg
DERROTAR1,ESPORTE/DIVERSÃO,"Ganhar; obter a vitória em competição esportiva, intelectual, profissional; vencer um conflito.",Aquele boxeador foi derrotado duas vezes no ano passado.,HOMEM BOXE AQUEL@ DERROTARcontiniativo 2-VEZES ANO-PASSADO.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/derrotar1Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/derrotar1Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg23.jpg
DERROTAR2,ESPORTE/DIVERSÃO,"Ganhar; obter a vitória em competição esportiva, intelectual, profissional; vencer um conflito.",O tenista Guga derrotou o adversário americano.,TÊNIS G-U-G-A DERROTAR HOMEM DEL@ ESTADOS-UNIDOS.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/derrotar2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/derrotar2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg62.jpg
DERRUBAR,NENHUM,Fazer ou deixar cair uma pessoa ou objeto.,A criança vai derrubar o vaso com a flor.,CRIANÇA V-A-I VASO FLOR DERRUBAR-MÃO.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/derrubarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/derrubarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg64.jpg
DESABAFAR,NENHUM,Expressar-se com franqueza; falar o que sente ou deseja.,"Não fique triste, você precisa desabafar.",VOCÊ TRISTE PRECISAR-NÃO DESABAFAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desabafarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desabafarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg42.jpg
DESABAR,NENHUM,Vir abaixo; despencar; cair; desmoronar.,"Se não reformar este prédio, ele pode desabar.",S-I VOCÊ REFORMAR MURRO-DESABAR PODER.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desabarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desabarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg64.jpg
DESABOTOAR,NENHUM,"Retirar os botões da roupa das aberturas caseadas; abrir uma peça de roupa, desatrelando os botões de suas casas.","Cuidado com a camisa nova, desabotoe devagar.",CAMISA NOV@ CUIDADO DESABOTOAR DEVAGAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desabotoarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desabotoarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg05.jpg
DESABROCHAR,NENHUM,Processo em que o botão se transforma em flor.,A flor amarela desabrochou.,FLOR AMAREL@ ONTEM DESABROCHAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desabrocharSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desabrocharSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg42.jpg
DESAFIAR,ESPORTE/DIVERSÃO,"Propor a medição de forças em uma modalidade qualquer de esporte, luta, jogo ou competição.","Eu o desafio para um jogo de futebol; se você ganhar, pago a cerveja.",1sDESAFIAR3s FUTEBOL S-I VOCÊ GANHAR EU PAGAR C-P.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desafiarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desafiarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
DESAFIO,NENHUM,Competição; luta; jogo; provocação.,Ele aceitou o desafio no jogo de xadrez.,EL@ DESAFIO ACEITAR XADREZ.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desafioSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desafioSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
DESANIMADO,NENHUM,"Aquele que se encontra sem ânimo, sem energia, sem estímulo; pessoa prostrada, abatida.","Combinei ir à praia amanhã, mas se chover ficarei desanimado e vou dormir.",COMBINAR AMANHÃ PRAIA DORMIR AMANHÃ CHUVA DESANIMAD@.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desanimadoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desanimadoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg64.jpg
DESAPARECER,NENHUM,"Não estar no lugar devido; sumir, perder-se, extraviar-se.","Aquela mãe está desesperada, seu filho desapareceu.",M-Ã-E AQUEL@ DESESPERAD@ FILH@ DESAPARECER.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desaparecerSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desaparecerSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg47.jpg
DESCALÇO,NENHUM,Estar sem calçado; aquele que tem os pés nus ou desprotegidos.,"Você ficou resfriado, com o pé gelado, por andar descalço.",VOCÊ RESFRIAD@ POR-CAUSA SAPATO^SEM pessoaANDAR P-E GELAD@.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/descalcoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/descalcoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg35a.jpg
DESCAMAR,NENHUM,Perder camadas da pele; descascar.,Você foi à praia ontem e descamou o rosto depressa.,VOCÊ DESCAMAR-ROSTO RÁPIDO ONTEM PRAIA.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/descamarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/descamarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg55.jpg
DESCANSAR,NENHUM,Relaxar; encontrar descanso depois de uma atividade cansativa.,"Amanhã não vou à festa, preciso descansar.",AMANHÃ IR-NÃO FESTA PRECISAR DESCANSAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/descansarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/descansarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
DESCARGA,HIGIENE/SAÚDE,Válvula que regula a saída de água para o interior do vaso sanitário.,"Quando você for ao banheiro, não se esqueça de dar a descarga.",VOCÊ IR <VAI> BANHEIRO DESCARGA ESQUECER NÃO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/descargaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/descargaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg47.jpg
DESCASCAR,NENHUM,Tirar a casca; eliminar camadas da pele.,Ela está com preguiça de descascar batatas.,EL@ PREGUIÇA BATATA DESCASCAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/descascarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/descascarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg52.jpg
DESCENDENTE,FAMÍLIA,"Aquele que descende de um indivíduo, de uma raça, de um povo; o que tem origem em uma determinada família.",Você é descendente de europeus?,VOCÊ DESCENDENTE EUROPA?,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/descendenteSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/descendenteSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
DESCER,NENHUM,"Deslocar-se de um local mais alto para outro, mais baixo.","Seu amigo desceu, eu o vi.",AMIG@ SE@ DESCER EU 1s VER 3s.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/descerSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/descerSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg32.jpg
DESCOBRIR,NENHUM,"Tomar conhecimento, perceber ou notar alguém ou um fato de existência antes desconhecida.",Estava passeando no shopping e encontrei meu namorado com outra mulher.,ONTEM S-H EU PASSEAR DESCOBRIR NAMORAD@ ME@ OUTR@ MULHER.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/descobrirSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/descobrirSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
DESCONFIAR,NENHUM,"Suspeitar ou duvidar, sem elementos de comprovação; estar de sobreaviso com relação às intenções de outra pessoa.",Roubaram meu carro; meu pai desconfia que foi o vizinho.,ONTEM CARRO ME@ ROUBAR P-A-I ME@ DESCONFIAR É VIZINH@.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desconfiarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desconfiarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg53a.jpg
DESCONGELAR,NENHUM,Eliminar o gelo; degelar; tirar do congelador.,Ela tirou a carne do freezer para descongelar.,EL@ FREEZER TIRAR CARNE DESCONGELAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/descongelarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/descongelarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg01.jpg
DESCONHECIDO,NENHUM,Aquele que não tem fama ou notoriedade; alguém que não é conhecido.,Uma mulher desconhecida veio aqui procurar você.,MULHER DESCONHECID@ VIR-AQUI PROCURAR VOCÊ.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desconhecidoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desconhecidoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg07.jpg
DESCONTAR,NENHUM,Fazer uma dedução na soma total; abater; subtrair; retirar de depósito bancário.,Meu chefe ficou contrariado com a minha falta ao trabalho e descontou do meu salário.,CHEFE ME@ RAIVAmuito EU FALTAR TRABALHAR SALÁRIO DESCONTAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/descontarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/descontarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg53a.jpg
DESCULPAR,NENHUM,Perdoar; julgar com indulgência; mostrar tolerância; relevar.,"Você está errado batendo no menino, precisa se desculpar.",VOCÊ ERRAD@ BATER MENIN@ VOCÊ PRECISAR DESCULPAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desculparSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desculparSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg40.jpg
DESDENHAR,NENHUM,Desprezar com orgulho; tratar com desdém.,O homem está triste. Todos estão desdenhando dele.,AQUEL@ HOMEM TRISTE TOD@ 3p DESDENHAR 3s.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desdenharSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desdenharSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg44.jpg
DESEJAR1,NENHUM,"Ambicionar; vontade intelectual, emocional ou física; ansiar; pretender; querer.",Meu irmão deseja comprar um carro importado.,IRM@ ME@ DESEJAR COMPRAR CARRO IMPORTAD@.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desejar1Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desejar1Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg47.jpg
DESEJAR2,NENHUM,Ânsia de comer uma gulodice ou iguaria.,"Por causa da gravidez, ela deseja comer chocolate.",EL@ DESEJAR COMER CHOCOLATE POR-CAUSA GRAVIDEZ.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desejar2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desejar2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
DESEMPENHO,PROFISSÃO/TRABALHO,Cumprimento de um papel; modo como se exerce uma função.,Aquela funcionária tem bom desempenho ao pesquisar.,FUNCIONÁRI@ AQUEL@ DESEMPENHO BO@ PESQUISAR.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desempenhoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desempenhoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
DESEMPREGADO,PROFISSÃO/TRABALHO,Aquele que não tem trabalho; o que está sem emprego.,Há três anos meu tio está desempregado.,TI@ ME@ DESEMPREGAD@ JÁ 3 A-N-O.,ADJ./SUBST.,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desempregadoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desempregadoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg08a.jpg
DESEMPREGO,PROFISSÃO/TRABALHO,Ação de desempregar; situação do desempregado.,Aqui no Brasil há uma porcentagem maior de desemprego.,AQUI BRASIL CONTAR MUIT@ PORCENTAGEM DESEMPREGO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desempregoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desempregoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg08a.jpg
DESENCAMINHAR,NENHUM,Sair do caminho certo; desviar-se da rota.,"Devido ao sol forte, este menino desencaminhou-se à procura de sombra.",MENIN@ EST@ DESENCAMINHAR PROCURAR SOMBRA POR-CAUSA SOL FORTE.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desencaminharSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desencaminharSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg61.jpg
DESENCONTRAR,NENHUM,Deixar de encontrar alguém: seguir em direção diversa da de outra pessoa.,Não vi seu primo. Cheguei atrasado e nos desencontramos.,PRIM@ SE@ VER-NÃO EU CHEGAR ATRASAD@ DESENCONTRAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desencontrarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desencontrarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
DESENHAR,NENHUM,"Delinear; traçar figuras sobre uma superfície, usando lápis, caneta, carvão e outros recursos.",Aquele homem de camisa verde desenha bem.,HOMEM CAMISA VERDE ALI DESENHAR BEM.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desenharSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desenharSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg27.jpg
DESENHISTA,PROFISSÃO/TRABALHO,Aquele que pratica habitualmente o desenho como profissão.,A escola precisa abrir vaga para um desenhista.,ESCOLA ALI PRECISAR V-A-G-A 1 DESENHISTA.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desenhistaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desenhistaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg27.jpg
DESENHO,NENHUM,"Representação de figuras realizada sobre uma superfície, com instrumentos apropriados.",Não esqueça de trazer o desenho de um gato.,ESQUECER NÃO TRAZER PAPEL DESENHO GAT@.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desenhoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desenhoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg27.jpg
DESENTUPIDOR,APARELHO/MÁQUINA,Utensílio próprio para desentupir encanamentos.,Compre um desentupidor barato no supermercado.,COMPRAR LÁ SUPERMERCADO DESENTUPIDOR PREÇO BARAT@.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desentupidorSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desentupidorSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg
DESENTUPIR,NENHUM,Eliminar um entupimento; desobstruir; recuperar uma via antes entupida.,"A pia do banheiro está cheia de água, precisa ser desentupida.",BANHEIRO PIA coisa-pequen@ÁGUA PRECISAR DESENTUPIR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desentupirSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desentupirSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg
DESENVOLVER,NENHUM,"Crescer; tornar(-se) maior, mais forte; progredir.",A informática se desenvolveu bem rápido na empresa.,DENTRO EMPRESA INFORMATICA JÁ DESENVOLVER RAPID@.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desenvolverSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desenvolverSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg53a.jpg
DESERTO,PLANTA/FLOR/NATUREZA,"Região árida e despovoada, com vegetação pobre, adaptada à escassez de chuva.",Não quero viajar para o Egito porque lá o deserto é enorme.,VIAJAR EGITO NÃO-QUERER PORQUE LÁ DESERTO ENORME.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desertoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desertoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg08a.jpg
DESESPERADO,NENHUM,Tomado de desespero; desalentado.,"Vi que ele estava desesperado, mas não sei porquê.",ONTEM EU 1s VER 3s EL@ DESESPERAD@ PORQUE SABER-NÃO.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desesperadoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desesperadoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg64.jpg
DESESPERAR,NENHUM,"Entrar em desespero; sofrer aflição, angústia.","O filho sumiu na praia, a mãe se desesperou e desmaiou.",PRAIA pequen@FILH@ SUMIR M-Ã-E DESESPERAR DESMAIAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desesperarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desesperarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg64.jpg
